,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
51,122.90661549568176,0.49389190153340123,2.4831535816192627,0.023433218596532142,48,sqrt,4,463,"{'max_depth': 48, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 463}",-0.7895972085409455,-0.7955555408545568,-0.7771484871972227,-0.7907852932350786,-0.8046957993310678,-0.7915564658317743,0.008951624774115085,169,-0.557591300598837,-0.5544595499626505,-0.5587090713352642,-0.5548701880001881,-0.5520270853452752,-0.5555314390484429,0.0023751661245060268
28,114.57121291160584,0.13952148066566605,2.2948814392089845,0.0072032607684319894,49,sqrt,4,437,"{'max_depth': 49, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 437}",-0.7895258822813067,-0.7956020380723664,-0.7773226448739672,-0.7907701135854869,-0.8049753715079767,-0.7916392100642209,0.008986019471715281,170,-0.557584581161573,-0.5545467711681669,-0.5587712300425354,-0.5548086039920713,-0.5522635796670676,-0.5555949532062828,0.002317862561520402
40,115.07604608535766,0.8631101951649667,2.3113171577453615,0.012720638303561906,42,sqrt,4,435,"{'max_depth': 42, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 435}",-0.7895443647741326,-0.7956614468105957,-0.7773255917672164,-0.7907516040446742,-0.8050807660477018,-0.7916727546888641,0.009021131630559563,171,-0.5575921656119576,-0.5546030349371973,-0.5587922262573052,-0.5548064904975113,-0.5522873027693279,-0.5556162440146599,0.0023132346431923028
138,100.79654970169068,0.5696245023512606,2.0533002376556397,0.022836211513027525,46,sqrt,4,385,"{'max_depth': 46, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 385}",-0.7894486964031265,-0.7958493732439555,-0.7774721120820915,-0.790547058458194,-0.8053049845411354,-0.7917244449457006,0.00906796947054873,172,-0.5577417012929329,-0.5547062109307603,-0.5590942119167973,-0.5547955496345951,-0.5522968845302316,-0.5557269116610634,0.0024113249302565943
60,99.37247023582458,0.23576851433551002,2.02159161567688,0.036250095721815,49,sqrt,4,382,"{'max_depth': 49, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 382}",-0.789442621309877,-0.7958834082375985,-0.7775238266912754,-0.7904751754498079,-0.8053103359216137,-0.7917270735220344,0.009058679008685202,173,-0.5577353119537567,-0.5547692848471618,-0.5590957795566248,-0.5547616254978688,-0.5522717390975994,-0.5557267481906022,0.0024153669052421234
57,121.31900730133057,1.0453100560197421,2.4411386013031007,0.011129884643611266,29,sqrt,4,456,"{'max_depth': 29, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 456}",-0.789793384392896,-0.7952660905388881,-0.7775752775413801,-0.7908203932742872,-0.8053398595221415,-0.7917590010539186,0.008973985062297529,174,-0.55806427773385,-0.5547446805171753,-0.5584064820607039,-0.5550007195070992,-0.5525232437019635,-0.5557478807041584,0.0022089273703618305
141,109.64037532806397,0.8064463839297722,2.240674448013306,0.02674577203206456,34,sqrt,4,413,"{'max_depth': 34, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 413}",-0.7895653413241406,-0.7957912943352077,-0.7774276238527543,-0.7908777053925422,-0.8052495299816466,-0.7917822989772583,0.009046858498118517,175,-0.5577406236457089,-0.5546087919002854,-0.5589369409372098,-0.5549825966795684,-0.5523163532676275,-0.55571706128608,0.0023577507886772616
9,93.86006345748902,0.2069622473975645,1.8896076679229736,0.026444595181335913,45,sqrt,4,356,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 356}",-0.789555936281314,-0.7960678717454318,-0.7776725954539394,-0.7905804121729642,-0.805123214397273,-0.7918000060101844,0.008964703528398543,176,-0.5578602716482381,-0.5548581887154406,-0.5591780553103305,-0.5549682400820477,-0.552188743546265,-0.5558106998604644,0.0024607076518999267
163,76.94106459617615,0.5628177818064022,1.5714593887329102,0.023538565089224184,45,sqrt,4,291,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 291}",-0.7894590266446317,-0.7963298121895088,-0.7777530776882925,-0.7905914672909798,-0.8049322350731531,-0.7918131237773132,0.008913256075212731,177,-0.558011713785301,-0.5549629691075824,-0.5590826331632457,-0.5550035648733017,-0.5522201690446159,-0.5558562099948093,0.002441379930693918
192,96.8267352104187,0.5751152213058123,1.9447912216186523,0.016957374114283226,34,sqrt,4,367,"{'max_depth': 34, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 367}",-0.789681107077186,-0.7960475253723868,-0.7775489261602265,-0.7906808770907393,-0.8051739090384619,-0.7918264689478001,0.009008159197340958,178,-0.557855931960534,-0.5547241717292534,-0.5590876478537069,-0.5548835749207844,-0.5522332466311156,-0.555756914619079,0.002439064323648889
156,84.547580909729,0.49224149224262,1.7327937602996826,0.016386689865698665,36,sqrt,4,322,"{'max_depth': 36, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 322}",-0.7894332510694735,-0.7962702769210863,-0.7780589878680312,-0.7905186738449674,-0.805116874282365,-0.7918796127971847,0.0088696058203594,179,-0.5579044616799065,-0.5549985679081508,-0.559048377581117,-0.5548663270627705,-0.5520945919152368,-0.5557824652294363,0.002458587649728759
0,71.6273675918579,0.5934030981942043,1.4558815002441405,0.01763327936180457,45,sqrt,4,272,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 272}",-0.7897044398312155,-0.7964559949126548,-0.777803741868836,-0.7906103633803709,-0.8050431053908262,-0.7919235290767807,0.008929542891291567,180,-0.5581375350816113,-0.5550878278818671,-0.5593109307691722,-0.5553058758746359,-0.5524242786675257,-0.5560532896549624,0.002433794123123941
100,65.31127920150757,0.1397171731543231,1.3154444694519043,0.01979037795773584,45,sqrt,4,251,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 251}",-0.789878360147324,-0.7964490158054065,-0.7777673498341161,-0.7907565869670571,-0.8052910057302606,-0.7920284636968329,0.009000625383025108,181,-0.5583159252895213,-0.5551867231634703,-0.559344023635752,-0.5553283548236697,-0.5526126167508454,-0.5561575287326518,0.002408685087238879
79,64.22800512313843,0.13537302352932057,1.3001223087310791,0.023711655158175846,40,sqrt,4,246,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 246}",-0.7898608491969877,-0.7964863156402197,-0.7778105343109245,-0.7907756991623408,-0.8052285871307028,-0.7920323970882351,0.008972548276629286,182,-0.5584293570630219,-0.5552384253254113,-0.5593574345568394,-0.5553701465386642,-0.5526286196587539,-0.5562047966285382,0.002421047336211459
2,118.68504495620728,0.914178781671226,2.4001356601715087,0.029547387072969528,26,sqrt,4,456,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 456}",-0.789946181614621,-0.7962758653780102,-0.7774986525005497,-0.7912338711768294,-0.8054174175188473,-0.7920743976377715,0.009092597485834656,183,-0.5586389457324606,-0.5547141186095288,-0.5582756595178817,-0.5553001350802841,-0.5525512269624167,-0.5558960171805144,0.002285866838091318
8,102.73786602020263,0.7578046600908228,2.0614532470703124,0.01867517294625747,21,sqrt,4,395,"{'max_depth': 21, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 395}",-0.7889379173858898,-0.7964578210809625,-0.7784602109088516,-0.7908945849234625,-0.8056708612520611,-0.7920842791102455,0.008951572849289817,184,-0.5627298292137647,-0.5589580805708054,-0.5631918137061561,-0.5588757922689636,-0.5576019591816671,-0.5602714949882712,0.0022526044266001416
164,61.873336696624754,0.4607513599719418,1.2534014701843261,0.026752440636853284,31,sqrt,4,232,"{'max_depth': 31, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 232}",-0.7901310991215955,-0.7965407570836486,-0.7776601982960474,-0.790764490160673,-0.8054176964561149,-0.7921028482236159,0.009069171431400963,185,-0.5586734485726217,-0.5552697334837051,-0.5594288993085724,-0.5552476456440284,-0.553359396318379,-0.5563958246654613,0.0022888165490053823
20,41.79659204483032,0.17906863443452717,0.8499068260192871,0.011493589410044283,44,sqrt,4,160,"{'max_depth': 44, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 160}",-0.790617318537902,-0.7965539841790864,-0.778072930732908,-0.7910161215018583,-0.8044123692609741,-0.7921345448425458,0.0086204205732201,186,-0.5588687586482527,-0.5557062310494951,-0.5597318074339965,-0.5561220236154982,-0.5523040952164917,-0.5565465831927469,0.0026238635292701153
56,108.64897117614746,0.547076512957181,2.1934436321258546,0.012234451274895839,26,sqrt,4,416,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 416}",-0.7901053218116186,-0.7962857475342802,-0.7777307548140682,-0.7912090011584464,-0.8054551825256866,-0.7921572015688201,0.00902344557075665,187,-0.5586386428186584,-0.5547838635081129,-0.5583224960765136,-0.5553733487713493,-0.5526148534293576,-0.5559466409207984,0.0022659693302078707
185,44.48108568191528,0.14550815796421385,0.909567928314209,0.01426566606463395,43,sqrt,4,170,"{'max_depth': 43, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 170}",-0.7908568119944445,-0.7963177648041136,-0.7782641728388049,-0.7910065659474002,-0.8044557835495363,-0.7921802198268599,0.00853925030247633,188,-0.5588351216635863,-0.5553680846220143,-0.5597845118610258,-0.556039711672574,-0.5524355527084458,-0.5564925965055292,0.0026173791029740056
44,106.1090563774109,0.4489347009422438,2.147812604904175,0.01803643849238967,26,sqrt,4,405,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 405}",-0.7899975738859176,-0.7963338780932736,-0.7777058166582018,-0.7913941968120339,-0.8055288061685977,-0.7921920543236048,0.009058996154239345,189,-0.5586566785238639,-0.5547675512777238,-0.558375079904948,-0.5554456035974396,-0.5526690596959457,-0.5559827945999842,0.0022635774225099633
168,39.76107649803161,0.364492577359923,0.8059984683990479,0.007254630350826628,43,sqrt,4,149,"{'max_depth': 43, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 149}",-0.7908412352215842,-0.796597751023726,-0.7780538062415262,-0.7907664018424969,-0.8047445157317582,-0.7922007420122184,0.008726068181152883,190,-0.5589618601384072,-0.5556992486734734,-0.5595537697337266,-0.5560721866642078,-0.5525048266467947,-0.5565583783713219,0.002535936190675533
172,73.5613043308258,0.8483395115321178,1.4856476306915283,0.029224556553498704,22,sqrt,4,281,"{'max_depth': 22, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 281}",-0.7890621677359003,-0.7969170558405663,-0.778424629117628,-0.7921722351841275,-0.8051813388045812,-0.7923514853365606,0.008834688891816274,191,-0.5600165003870262,-0.557329097859372,-0.5612467027666833,-0.558126464764927,-0.55597761650496,-0.5585392764565937,0.0018819880553798403
50,82.52928342819214,0.6535707425400016,1.6772603034973144,0.017688923362244362,23,sqrt,4,311,"{'max_depth': 23, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 311}",-0.7905170520963567,-0.7961183757038957,-0.777465338754789,-0.7918522564154397,-0.8058947874097241,-0.7923695620760409,0.009195875109247242,192,-0.5600156611761584,-0.5560891993813367,-0.5601579075916759,-0.5566427332112037,-0.5540596274451074,-0.5573930257610964,0.002362085287597653
37,90.44984183311462,0.04583773781944782,1.8278948783874511,0.012471041730168839,26,sqrt,4,347,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 347}",-0.7899913953283421,-0.796683529907258,-0.7780723502185758,-0.7913107017173079,-0.8058807893036511,-0.792387753295027,0.009081289052541483,193,-0.5586519309528922,-0.5550088235236583,-0.5585271996116287,-0.5554508183637493,-0.5528072392871864,-0.556089202347823,0.002229683502552417
52,34.06200857162476,0.33582565774320045,0.6976343154907226,0.014451400514831085,42,sqrt,4,128,"{'max_depth': 42, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 128}",-0.791030058325261,-0.796623092444745,-0.7784783131685689,-0.7910499983999632,-0.8052020249849973,-0.7924766974647071,0.008708726080806844,194,-0.5591251739633514,-0.5558106160120194,-0.5598698285100087,-0.5566225487582391,-0.5532668046372481,-0.5569389943761733,0.0023760270599434046
148,41.02454452514648,0.17411040056764365,0.845288610458374,0.01067360847515057,30,sqrt,4,158,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 158}",-0.7900714004207631,-0.7974028808289229,-0.7778954397611035,-0.7911823458454449,-0.8058528424568908,-0.7924809818626251,0.009200677386065233,195,-0.5588016206618039,-0.5559508699211895,-0.5592941309355849,-0.556102108045298,-0.5532547100373373,-0.5566806879202428,0.0021878369923857446
32,31.777583742141722,0.17660604746573688,0.6385766983032226,0.009840280464833605,45,sqrt,4,122,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 122}",-0.7908948214335589,-0.7965502663133648,-0.7789600082330791,-0.7909450876808253,-0.805437378255505,-0.7925575123832667,0.00862658220343161,196,-0.5591611269724467,-0.5556966312996627,-0.5601751474074124,-0.5565843800775138,-0.5533682118825801,-0.5569970995279231,0.002441859275427692
42,43.34362001419068,0.08745397320655067,0.8741212368011475,0.015177733168898748,29,sqrt,4,165,"{'max_depth': 29, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 165}",-0.7903141767759521,-0.7971062673687209,-0.7785253346238732,-0.7919782692306347,-0.8056536004578263,-0.7927155296914015,0.008880810068615371,197,-0.5596366412454415,-0.5560504862596481,-0.5591994859091465,-0.556049583926562,-0.5534208067154512,-0.5568714008112499,0.0022944462595095444
15,44.211203813552856,0.22651660457461123,0.8805051326751709,0.014792546372960411,29,sqrt,4,168,"{'max_depth': 29, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 168}",-0.790424212724167,-0.7969683338031879,-0.7785752642701272,-0.7918543927229893,-0.805783421484022,-0.7927211250008985,0.008885885197167608,198,-0.5595093358651363,-0.5557955471449368,-0.5591927908381805,-0.5559755234812358,-0.5534466219606377,-0.5567839638580254,0.002280284823396544
102,49.09926614761353,0.35469013830133095,0.9809765338897705,0.017940254066349744,21,sqrt,4,188,"{'max_depth': 21, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 188}",-0.7901246291270385,-0.7979927362190562,-0.7792844877060947,-0.7918456330165864,-0.8063124534526578,-0.7931119879042867,0.008942054838821567,199,-0.5632339431807643,-0.5601755093993133,-0.5642803390313751,-0.559627625322173,-0.5581276872261888,-0.5610890208319629,0.0023032533699352204
54,53.603866767883304,0.1831537706577969,1.083612060546875,0.015563149114986559,27,sqrt,4,203,"{'max_depth': 27, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 203}",-0.7906251690775558,-0.7973536220882986,-0.7789008571104344,-0.792782170321605,-0.8071399132791335,-0.7933603463754054,0.009194727045183797,200,-0.5591568846090467,-0.5555486555512117,-0.5592906441316718,-0.5565929171253161,-0.5535580371187907,-0.5568294277072073,0.002185083653816237
